"V1","V2","V3","V4","V5","V6","V7","V8"
1,0,0,0,0,0,0,0
-0.260096333350845,0.965582672471625,0,0,0,0,0,0
-0.215719064617101,-0.0642841698498756,0.974337123724348,0,0,0,0,0
-0.0669035769338755,0.447232455251927,-0.128993417103041,0.882534838239753,0,0,0,0
-0.329632982706055,0.14947924878333,0.274540033783835,0.108115606626224,0.884271924438006,0,0,0
0.20194354095607,-0.0924586093789204,-0.307725257000455,0.00916325127019466,-0.166212756793588,0.910090507766716,0,0
-0.123613777367789,0.215022593788254,0.365151642952877,-0.0280353470122466,0.353075330332147,-0.191549922223353,0.801878827242139,0
-0.174501854192585,-0.0096632586696708,0.594418465455843,-0.695709587886426,0.0377058306848824,-0.0141340008210026,0.0725254394678116,0.353877298715825
